magnitude,depth,cdi,mmi,sig,alert
6.623528564155129,12.402673255320131,8.277652055259288,8.045202788849986,36.33061806222763,red
6.7386476286538155,476.2955127102006,0.034330889900169304,3.089870550268144,0.0,green
7.12640792106462,14.419739802845733,0.0,5.102715838539783,12.066745493628519,green
6.954395240414915,625.2699610181338,0.18115818899125014,5.782487600306812,0.0,green
6.470834092384956,5.9357484640750116,2.1067615963282833,3.9402670714078174,0.0,green
7.411342633965767,37.80496974792783,9.068603587925242,7.05783935074271,95.41046847065763,red
6.864985392621402,605.1883731451537,0.0,5.787392578877835,0.0,green
7.737951081760721,110.60163937797299,7.970668573260736,8.024937706880786,88.62451611476764,orange
7.192051656759619,32.76781643650068,8.111616351731076,8.00275736949405,0.0,orange
8.131055876630006,40.99301103990261,9.040927336235214,5.9839613158732705,0.0,green
7.581865508999661,28.867753468360064,9.362300891383747,7.97967199279459,0.0,orange
6.715534201012279,24.02111127218427,7.849271060249479,8.173800706837442,42.78684377476037,red
6.572272349296733,0.0,8.367642816011458,6.991004251575957,18.839536091401904,orange
7.726868375309082,39.800498822939744,9.12782448921103,8.08020584639955,84.17216691896647,red
7.014978898785841,7.054123247499703,8.991673884273498,8.235582161770507,22.518560205394863,red
6.940035666256094,101.05377992982457,4.853244776142784,6.0390926698087055,43.39174025441082,yellow
6.599506899978158,9.085815248985803,7.948786825732761,4.880119094644373,0.0,green
7.603483707316504,47.52108749589581,5.6425815137189,6.953743885038479,101.87769195573973,green
7.152499488665661,0.0,7.986130970715219,8.193549768558608,0.0,orange
8.170069279847883,16.32883546856437,9.127407274774244,7.978886908634609,44.30820653435427,yellow
6.853296088796375,61.27252422892153,8.250621149688094,7.9706374178939505,66.17386500819616,orange
6.547837392797353,116.05073361606898,5.594710032721107,4.909366318334201,0.0,green
7.3893932151297825,12.250148073175325,7.816916683184543,8.1181682564119,0.0,red
7.060036097242112,4.1697577621957365,7.321213433390119,7.063204941011279,0.0,orange
6.682403019942302,15.394116818579398,6.093267700707221,7.9651287356618345,0.0,yellow
7.120556518003251,27.29530539344539,7.798660817991897,7.810265809349455,70.58098114743171,orange
6.444539153222415,6.4478974304682595,7.338329440167415,6.169844721737968,0.0,green
6.519055401809423,19.867534165041015,7.8031551644958075,7.046045654409535,0.0,yellow
7.6232468488073994,11.433784160324556,6.805014004695757,7.921913840644445,27.966815512616336,yellow
6.83046542693583,64.90424276954536,8.390345897956939,8.100126238608787,63.08474632991291,orange
7.229395922272838,0.0,8.282097667767019,7.917418810244127,11.467010582897613,red
7.2529174951982585,93.89912762458859,6.774654747339133,6.981531551857404,68.1743606175531,yellow
6.5928737307364615,1.1986784892113462,0.0,7.182878028808869,0.0,green
6.751876837275021,217.73842091289254,6.382934727025256,4.534478619256251,4.0790129312762335,green
7.254152827722131,44.880179350573094,7.969196487095977,7.767479521635131,86.95801841309438,red
7.269691952118308,127.39986456439252,7.005360195892907,6.985785324313786,69.94942174557895,yellow
6.6733907741323435,24.53620026763652,9.020960958484821,8.216904835783229,11.375235388041103,orange
7.2142356711555164,15.663057779024555,8.06615119689061,6.841316894189604,31.548515618711704,orange
6.495308749749973,9.417069234773656,7.043287498197579,6.906383729648139,0.0,orange
6.85575400641634,622.0777530008716,0.6518948240583704,3.0740994532153008,0.0,green
6.529750994945194,9.840473356496823,7.0269088109246685,6.974271795521477,0.0,yellow
6.4925053040153315,127.80000730937692,3.260700253122534,4.9883214973269645,0.0,green
6.607633097532179,521.8452746553364,3.561732208320554,2.1199018337620927,0.0,green
6.862407785961234,24.276689918093826,8.684433259485106,6.0029387405693955,117.17779177452465,green
6.886489751315843,22.453726009217487,7.789380388513868,7.825140606201019,56.4164637877412,red
6.940074257396542,10.84409900729738,8.046775999442028,7.908728283799295,22.17869287423882,red
7.030842693615635,7.220207261320368,9.05918011797254,7.672279938950674,22.62953988022062,red
6.739186617901923,19.78977959015095,6.879891070757951,5.952988298374165,32.8321050746057,green
6.482109945053967,38.81942811885847,5.681670531893342,5.9302063556333975,0.0,green
7.046755082230372,25.445222491111075,8.315081218134631,7.046816332293703,0.0,orange
6.889946811627862,0.0,5.800253770857975,3.9939542393656726,0.0,green
6.438632598587753,69.18609913649793,2.6188794249680454,6.062743744225085,0.0,green
7.01298287926486,134.95163474099766,6.3056071688899396,5.977592185504898,58.17359962727762,yellow
7.171956493541587,149.07485999423753,7.196133426997149,6.181730634495463,51.27388695884313,yellow
6.5095658802884735,0.0,9.233555806675145,7.814243670860139,0.0,yellow
6.938969323048335,0.0,6.972336006965126,7.166909907289259,105.98100968966922,yellow
7.053889547666291,148.97223857313028,6.161806395515535,5.862182080866928,49.21085130311532,yellow
6.812076426357841,570.8015673281897,3.221887688884612,3.02937485872528,0.0,green
7.072989871979163,22.091694236433987,8.86041892535303,7.823677234917827,65.04185620060342,orange
6.427345610220121,17.338895266593596,6.749455020068779,7.9982801172185045,13.649089297330173,green
7.986197966480817,123.35767503558202,8.829339677857664,8.086957850426275,101.52046902973136,orange
6.8156745146558855,95.80616774713003,4.005135300118608,5.8459848244090145,0.0,green
7.292561046335176,29.428446190239562,8.0247590499312,7.98916308116848,11.656123326185162,red
7.144624034831178,0.0,9.042129003017696,8.123868896560586,40.07557329204911,red
6.431185815441422,0.0,8.841384237335493,8.106739387713862,0.0,yellow
6.807230633068805,10.468689648760389,8.152429967849343,7.032556234141733,0.0,yellow
7.450296854191439,122.44469340733266,6.878247526228426,7.0092785969796,0.0,yellow
6.482314668512334,10.055166756569612,7.412808833177594,7.426246024323599,0.0,orange
6.524738468774563,19.166853285088166,7.1951280770656565,7.039267843620268,0.0,orange
8.295741724178528,23.84715189830141,7.511313824347044,7.262634332462149,0.0,orange
6.576334570942895,6.2655350220107096,1.7127260825807324,6.840513189615025,0.0,green
7.562593290745278,0.0,7.858317904120497,9.208845399383508,13.472912021265612,red
7.559084846543502,23.12180488868563,5.9700080929799455,8.06369005212607,0.0,red
7.821347856952434,22.625066528761906,8.77885673437333,6.814646448798212,57.069345587127934,yellow
8.452015402212407,28.812372152355845,8.125462802031096,6.90864054497512,0.0,yellow
8.000108565235317,41.45891186287329,8.957061360007996,6.917347111705612,91.60955426960145,red
7.268090439559705,11.159968453501698,8.533911262303027,7.905335476741798,31.261676852628824,red
8.0585389544295,25.010176509188895,7.9889061678331466,6.967685729680523,0.0,orange
6.895519510857189,13.149229046417034,7.972988043453052,8.12456110271177,53.08193116662369,orange
6.849104640188436,32.84465631092874,7.8351530424939755,6.065397972413056,114.47134432714,yellow
6.993283221831139,42.86409203952773,7.9890884810556155,7.065895835951773,0.0,orange
6.9992171034348125,27.613972248967187,6.01689640416644,5.833305613258752,0.0,green
7.373324669978226,167.2906344408088,0.0,5.977225144973142,81.28755622642127,green
7.637972455196714,33.35990695207872,5.043968892292925,7.935962686454526,0.0,red
6.489016594398147,29.1018709122405,7.939674785029116,7.16012312530237,0.0,yellow
8.159724920247115,20.07811287296519,9.096978051960336,7.962952446649273,0.0,orange
8.255908835355072,13.970145448311904,9.390276055723914,6.860029747883555,0.0,yellow
7.64521832894116,49.821643670346155,9.186542577590117,8.094172536462787,0.0,yellow
7.181027944134455,20.83041719598178,6.7398885102055806,7.106419388846456,104.56995559463866,yellow
7.293020773078918,159.70750371745356,7.775773561102636,7.260311306808423,0.0,green
7.754830979620145,19.046385084007014,7.74038767604663,7.115752784880083,0.0,yellow
6.906177169271305,631.3632537445384,1.2942154147382752,2.947033380402676,0.0,green
7.3848118077506335,20.376585307000354,8.003770457388736,8.094691103249755,0.0,orange
6.534100717138246,0.0,6.908778346778916,7.27866067123908,0.0,yellow
7.123547938258641,10.53569454517028,6.813272202764096,6.960563884559873,0.0,orange
7.105055162361262,5.2232321088974984,8.797095280952288,8.123956289815302,32.8303533477271,red
6.923213895978314,5.366744834287978,8.40661676412025,7.323018406556294,0.0,orange
7.244639882054,17.232498023944878,8.124334181686258,7.193386921184295,0.0,yellow
7.086444375410906,40.82826241150896,8.205499135573099,7.999019167153024,58.92895755369154,red
6.547473456851139,0.0,6.9096363706092045,4.1058462014935255,0.0,green
7.683127848041462,9.126805837659425,5.942109397606066,8.176601894038749,0.0,red
7.69768577269648,14.76149939019804,8.213778885718595,7.019339791995325,24.364629797460402,yellow
7.5788856893924095,39.13021189888955,8.427786570918304,7.224604665022581,0.0,yellow
7.482661869247758,23.11657311125124,7.8867015147849395,6.947882923541544,32.57833167403709,orange
7.158401059214366,31.70001145393281,8.929326430515856,8.12910368437537,42.26410186831334,red
6.688390144723828,617.1243404015958,0.0,3.127447305945394,0.0,green
7.251118763814635,25.485390589961014,7.554449347746648,7.1678540401811155,19.082435706006848,orange
6.55473514250514,117.73751991084626,8.087793973923112,6.049535785536236,0.0,green
7.308952871294135,28.117718285037043,7.706323952082832,7.0206381400385816,26.89560239315685,orange
7.701678946398627,23.025173460556722,7.723519427009892,7.846620671127472,27.558528492301626,yellow
7.2869111789178795,18.705409995674348,7.696277661606518,7.9786072987325545,0.0,red
7.178051514780777,14.844660637885212,7.787388453420703,7.161292762792688,47.774846537484606,orange
7.247329123613135,12.568749569839326,8.870167358439874,9.02436092295552,91.68085962676845,red
6.906441410657454,60.49570117987,7.980162364893491,7.082840597269023,59.565047982559314,orange
6.998285697173605,0.0,6.684116958435808,8.09226401757951,6.58079863044472,red
7.394759504491824,34.058051395943295,7.750580983167669,7.9488240067502645,0.0,orange
7.377177880483144,18.420762843283335,8.355530649067095,6.9446197133518135,63.10152373203709,red
6.4883823974565615,22.21859040714365,5.728575664499251,6.930141618196998,0.0,yellow
6.603918233785171,29.38571299834851,5.228601349087297,7.1510938708683875,0.0,yellow
6.8813419299382454,539.354731653182,4.143438282879202,3.3107079706489375,0.0,green
6.564613409207796,6.338223993553257,8.287174362274502,7.921464639969766,0.0,yellow
7.403947010778003,1.122068099844455,7.995928563714137,9.223725248020225,0.0,red
6.536271733018014,12.026843092417565,4.355450016704749,4.935227673131333,0.0,green
6.893887615968356,17.650369471912768,8.889269907071347,7.124458997192488,103.81077677111224,yellow
7.002862303212679,54.17554379749492,7.3946303891868554,6.960353341428972,61.72243633025861,orange
7.16215573225026,0.0,8.971007699816461,8.210205283860997,83.46413993750676,red
6.848062211462236,38.56467843219167,8.9569376562991,6.032335805933667,0.0,green
6.837714587760279,0.0,3.6859446112141616,7.002537160355313,0.0,yellow
6.660639015157752,610.8402999663793,1.6585369818860798,3.0805261852968515,0.0,green
6.938396215184479,17.26104633982657,8.02031750040387,6.896969149424912,0.0,yellow
6.5898156331094295,3.674380372949379,6.015501993270043,7.111160541297494,0.0,yellow
6.641448196794686,15.541868540844938,4.887419628378765,3.991783762678941,0.0,green
6.6720556771120165,52.849409520958254,7.74446003930892,8.142438391864085,43.97550236513132,orange
6.48718565957066,0.7548115332952392,7.026914371905557,7.074660040834422,0.0,yellow
6.67418197529225,232.93221842347643,3.8749435258147695,6.147856668902922,0.0,green
7.390052931979416,24.96737781860364,6.724565140717451,7.08488531988088,99.24437467826523,green
6.792626029448599,56.587141950037825,8.273779107913748,6.8625422748219265,0.0,orange
7.182257944865297,0.061499223970692185,7.604726282726411,7.940676564774384,89.05272164043683,red
7.032360514542191,27.156184152210308,8.368321677850272,7.8395431068241574,74.13996403420047,orange
7.248293067671309,33.02272863472602,7.919448522541357,7.855603324937679,0.0,orange
7.901085773998276,664.5117112493853,7.040797300445473,4.009450167868682,0.0,green
8.10427998091496,74.83679599895282,8.155881992229752,7.066898987473829,0.0,orange
7.165311907198903,641.6045293864627,0.37651674244298405,2.987450475683837,2.9232144689598716,green
7.23936329485824,7.7978296943185015,7.848746557886433,7.983750971879169,36.88093508928792,red
7.095878751113491,139.46336166897834,6.080235345653949,6.101011304235032,38.66829667147217,yellow
6.568283949511757,16.89284339751849,7.71971022624534,6.884368163096302,0.0,yellow
6.6915748687375665,15.4571804566785,7.155282304563218,7.227116691022059,0.0,green
7.3893827344098995,32.27950766729154,7.871494004199792,7.12596544087704,76.50913113539777,red
7.310717769090578,0.0,9.048008159569283,8.085371102733646,0.0,orange
7.55600973595122,37.41682632136704,7.853648220645623,6.911880585035842,0.0,yellow
6.7198409749694905,0.0,8.972635062911564,7.9215088223489705,19.688714602780955,red
7.126236939445176,31.568113404358616,5.252668796851612,6.04615133282093,0.0,yellow
7.071818880046491,22.86968186278633,9.416285464935429,8.12134418307277,70.84544796512314,yellow
7.883951078668173,116.80569840447922,8.907223572688867,7.87518431068447,93.04510969276053,orange
7.161383088286436,28.224040234431243,8.03828246535156,7.942606513031028,0.0,red
7.283008583576906,170.60140498539798,8.12659932965186,7.016974961397954,0.0,orange
6.734155153225962,29.33775200839648,6.867994581081003,6.01550276985307,24.08529038278413,green
6.896851642784604,14.2802834692014,8.869536373667785,6.887394600748106,68.65428154876362,yellow
7.141408035540768,17.94317087168381,8.105339021252139,9.231900830845552,17.47404519245177,red
7.007306659880705,16.403118627784934,8.419424831691096,7.760435858435215,70.07422368288931,orange
6.855997093630371,12.256745832555808,5.106425387225517,4.993403010439034,0.0,green
6.7267740882816085,4.594408358926017,5.991661521710966,7.240384824488114,0.0,yellow
6.824874183942925,456.8455049072331,0.0,2.8433030399808583,0.0,green
6.610187465499433,7.957056881703323,7.579494905901813,7.8048606505786715,25.171127085692888,red
6.8840539635331925,33.21689039023976,8.671761520215519,7.994497694237192,0.0,orange
7.826966507107373,22.58605352420007,9.16416626360285,6.922173568518433,54.87651039529134,yellow
7.1489301880935665,28.592538278046415,8.273416585277467,7.921733338231601,0.0,red
7.257463990699286,0.0,8.255648274810952,7.034958213870109,32.94634034264601,orange
6.5982720967475545,3.019263166134486,6.8077577129056825,6.8673425325099995,0.0,green
6.4655697163821895,26.235198627387565,7.937512047038823,8.016473503710769,0.0,green
6.552404248593117,11.072014348268866,8.153999920707003,6.787439743445186,0.0,yellow
7.9980426743214865,18.42070073608955,8.224317979120917,7.83151028077964,0.0,orange
7.630856804875152,14.203663042985745,8.13722911411365,8.19655535929923,0.0,orange
7.791747703160236,51.9909800184393,8.69412829837909,7.119491889295538,85.79649967892298,red
7.50824771080582,11.64229449760284,8.091876175836816,9.035392671037066,0.0,red
7.8827300341491355,13.545950857856504,7.8361074107646065,6.984148811330088,0.0,yellow
7.3326482844071545,23.656341882441957,9.537218868428344,7.929058933805869,46.266932723120526,red
6.64585236338025,44.92445775978175,8.134941513534049,7.963698859713164,47.76901252780919,orange
6.542137345242737,18.976707125617637,6.247463918781924,7.053238134360961,0.0,yellow
7.433567153916413,137.1822478669831,8.123743713612592,6.839119265354035,64.89171420824503,yellow
7.4391838616435395,74.18338383854596,6.695980429646743,7.023321597216792,0.0,yellow
7.81327363924728,10.492051061482037,9.225666241770009,8.021924585092389,7.161766566622488,orange
6.538164843585359,14.81717039295885,8.231417724516827,7.084122938778041,0.0,yellow
6.700435935608136,20.742169776282392,7.720489609251311,8.885465099224835,0.0,orange
6.65981320747359,14.021366711412405,5.102348026839072,3.9375328998050163,0.0,green
6.7048906059520785,8.525118533609465,4.702651742365337,4.027712581774427,0.0,green
7.254098961557714,150.90438415580016,6.223402458646339,6.248500676285752,24.957000162777398,yellow
6.695826212707152,69.45508784687459,8.049410830191292,8.352720671595085,57.92908379060297,orange
6.495165697341065,7.895499356114314,6.223093510975027,7.047249725761162,0.0,yellow
7.5943361498437145,162.58016975348784,6.741002402726901,7.084924275623169,114.73517534474982,yellow
7.5008467152291,142.13959293506787,6.954063744342008,6.99024589095137,113.65548988891602,yellow
6.627418560385838,142.330917529097,5.970214089733901,4.892753436092082,0.0,green
6.600159555622614,22.04967275996937,8.52715540240673,4.943959562856586,0.0,green
7.515786943804735,26.290395847332057,8.279637064027087,9.025697560044671,16.479971146693913,red
6.704345198637359,18.94434487352091,5.910219064214251,6.145604460866861,1.056873581671578,yellow
6.52555218038462,52.465819269959866,2.876742356986517,5.888470635290982,0.0,green
6.866268381823487,35.97946073155387,7.413737301576331,6.85719545357308,0.0,orange
6.632943649239723,0.0,6.082281171577752,6.96542902806575,0.0,yellow
7.00622229928978,0.0,9.2688000250285,7.943274166891789,31.462676070360004,red
7.590681843122248,5.05949571571292,7.996219278109019,8.842054075565088,0.0,red
